DateTimeStmp,Year,DayOfWeek,DayOfMonth,DayOfYear,WeekOfYear,Hour,Month,season,space_id,Time,Electricity,NaturalGas,Steam,Temperature,HDD,CDD,Total,Elec_Baseload,Total_Baseload
201201010000,2012,1,1,1,0,0,1,winter,1,2012-01-01 00:00:00,,27.5135305643,,2.65,2.5583333333,0,,,
201201010400,2012,1,1,1,0,4,1,winter,1,2012-01-01 04:00:00,,13.7058493931,,2.9333333333,2.5104166667,0,,,
201201010800,2012,1,1,1,0,8,1,winter,1,2012-01-01 08:00:00,,70.1661309427,,4.3,2.2833333333,0,,,
201201011200,2012,1,1,1,0,12,1,winter,1,2012-01-01 12:00:00,,97.3142357259,,5.4,2.1,0,,,
201201011600,2012,1,1,1,0,16,1,winter,1,2012-01-01 16:00:00,,96.2392852716,,4.225,2.2958333333,0,,,
201201012000,2012,1,1,1,0,20,1,winter,1,2012-01-01 20:00:00,,62.2619665686,,2.675,2.5541666667,0,,,
201201020000,2012,2,2,2,0,0,1,winter,1,2012-01-02 00:00:00,,11.6248995224,,2.775,2.5375,0,,,
201201020400,2012,2,2,2,0,4,1,winter,1,2012-01-02 04:00:00,,8.693215812,,2.625,2.5625,0,,,
201201020800,2012,2,2,2,0,8,1,winter,1,2012-01-02 08:00:00,,80.0076779154,,4.05,2.325,0,,,
201201021200,2012,2,2,2,0,12,1,winter,1,2012-01-02 12:00:00,,124.5060851486,,7.6666666667,1.7729166667,0,,,
201201021600,2012,2,2,2,0,16,1,winter,1,2012-01-02 16:00:00,,126.0683627221,,9.04,1.5166666667,0,,,
201201022000,2012,2,2,2,0,20,1,winter,1,2012-01-02 20:00:00,,96.4909668235,,7.7833333333,1.6979166667,0,,,
201201030000,2012,3,3,3,0,0,1,winter,1,2012-01-03 00:00:00,,16.3187610229,,8.075,1.6541666667,0,,,
201201030400,2012,3,3,3,0,4,1,winter,1,2012-01-03 04:00:00,,8.85625,,7.24,1.8083333333,0,,,
201201030800,2012,3,3,3,0,8,1,winter,1,2012-01-03 08:00:00,,73.833786128,,8.14,1.6458333333,0,,,
201201031200,2012,3,3,3,0,12,1,winter,1,2012-01-03 12:00:00,,95.023456212,,8.15,1.6416666667,0,,,
201201031600,2012,3,3,3,0,16,1,winter,1,2012-01-03 16:00:00,,100.0791112755,,8.05,1.6583333333,0,,,
201201032000,2012,3,3,3,0,20,1,winter,1,2012-01-03 20:00:00,,61.6882457435,,8.15,1.6416666667,0,,,
201201040000,2012,4,4,4,0,0,1,winter,1,2012-01-04 00:00:00,,8.9626542253,,9.9,1.34375,0,,,
201201040400,2012,4,4,4,0,4,1,winter,1,2012-01-04 04:00:00,,6.6543146719,,9.26,1.4166666667,0,,,
201201040800,2012,4,4,4,0,8,1,winter,1,2012-01-04 08:00:00,,79.7184323131,,8.75,1.5416666667,0,,,
201201041200,2012,4,4,4,0,12,1,winter,1,2012-01-04 12:00:00,,93.4993722262,,9.2666666667,1.4625,0,,,
201201041600,2012,4,4,4,0,16,1,winter,1,2012-01-04 16:00:00,,90.6964515774,,9.475,1.4208333333,0,,,
201201042000,2012,4,4,4,0,20,1,winter,1,2012-01-04 20:00:00,,56.7665521207,,8.675,1.5541666667,0,,,
201201050000,2012,5,5,5,0,0,1,winter,1,2012-01-05 00:00:00,,6.0769290621,,7.74,1.7166666667,0,,,
201201050400,2012,5,5,5,0,4,1,winter,1,2012-01-05 04:00:00,,3.7090277778,,7.1,1.8166666667,0,,,
201201050800,2012,5,5,5,0,8,1,winter,1,2012-01-05 08:00:00,,76.9017708333,,6.775,1.8708333333,0,,,
201201051200,2012,5,5,5,0,12,1,winter,1,2012-01-05 12:00:00,,90.7020012393,,7.95,1.675,0,,,
201201051600,2012,5,5,5,0,16,1,winter,1,2012-01-05 16:00:00,,92.2155471441,,6.325,1.9458333333,0,,,
201201052000,2012,5,5,5,0,20,1,winter,1,2012-01-05 20:00:00,,69.7164446721,,4.55,2.2416666667,0,,,
201201060000,2012,6,6,6,0,0,1,winter,1,2012-01-06 00:00:00,,4.9958333333,,4,2.3333333333,0,,,
201201060400,2012,6,6,6,0,4,1,winter,1,2012-01-06 04:00:00,,5.1472222222,,2.7,2.55,0,,,
201201060800,2012,6,6,6,0,8,1,winter,1,2012-01-06 08:00:00,,89.193549721,,3.275,2.4541666667,0,,,
201201061200,2012,6,6,6,0,12,1,winter,1,2012-01-06 12:00:00,,106.9456301999,,4.28,2.29375,0,,,
201201061600,2012,6,6,6,0,16,1,winter,1,2012-01-06 16:00:00,,115.8153246409,,3.775,2.3708333333,0,,,
201201062000,2012,6,6,6,0,20,1,winter,1,2012-01-06 20:00:00,,109.6545128511,,3.8,2.3666666667,0,,,
201201070000,2012,7,7,7,1,0,1,winter,1,2012-01-07 00:00:00,,32.606309968,,3.95,2.3416666667,0,,,
201201070400,2012,7,7,7,1,4,1,winter,1,2012-01-07 04:00:00,,5.0607142857,,3.64,2.39375,0,,,
201201070800,2012,7,7,7,1,8,1,winter,1,2012-01-07 08:00:00,,71.3933269892,,3.925,2.3458333333,0,,,
201201071200,2012,7,7,7,1,12,1,winter,1,2012-01-07 12:00:00,,88.8271866666,,3.9,2.3520833333,0,,,
201201071600,2012,7,7,7,1,16,1,winter,1,2012-01-07 16:00:00,,119.9560576719,,4.1333333333,2.3104166667,0,,,
201201072000,2012,7,7,7,1,20,1,winter,1,2012-01-07 20:00:00,,95.4915659698,,4.775,2.2041666667,0,,,
201201080000,2012,1,8,8,1,0,1,winter,1,2012-01-08 00:00:00,,16.126307147,,5.3625,2.10625,0,,,
201201080400,2012,1,8,8,1,4,1,winter,1,2012-01-08 04:00:00,,5.3891416667,,5.7571428571,2.0458333333,0,,,
201201080800,2012,1,8,8,1,8,1,winter,1,2012-01-08 08:00:00,,61.5959627055,,6.15,1.9770833333,0,,,
201201081200,2012,1,8,8,1,12,1,winter,1,2012-01-08 12:00:00,,98.2585528166,,7.8333333333,1.6854166667,0,,,
201201081600,2012,1,8,8,1,16,1,winter,1,2012-01-08 16:00:00,,120.2049157855,,7.1,1.8145833333,0,,,
201201082000,2012,1,8,8,1,20,1,winter,1,2012-01-08 20:00:00,,85.300816699,,7.1,1.8166666667,0,,,
201201090000,2012,2,9,9,1,0,1,winter,1,2012-01-09 00:00:00,,14.5147068142,,7.45,1.7583333333,0,,,
201201090400,2012,2,9,9,1,4,1,winter,1,2012-01-09 04:00:00,,7.9306951793,,8.3,1.6166666667,0,,,
201201090800,2012,2,9,9,1,8,1,winter,1,2012-01-09 08:00:00,,70.9296736028,,9.35,1.4416666667,0,,,
201201091200,2012,2,9,9,1,12,1,winter,1,2012-01-09 12:00:00,,93.338647946,,9.475,1.4208333333,0,,,
201201091600,2012,2,9,9,1,16,1,winter,1,2012-01-09 16:00:00,,101.1411263351,,6.9,1.85,0,,,
201201092000,2012,2,9,9,1,20,1,winter,1,2012-01-09 20:00:00,,62.5959119646,,5.875,2.0208333333,0,,,
201201100000,2012,3,10,10,1,0,1,winter,1,2012-01-10 00:00:00,,10.6894318182,,4.425,2.2625,0,,,
201201100400,2012,3,10,10,1,4,1,winter,1,2012-01-10 04:00:00,,7.6451388889,,3.8,2.3666666667,0,,,
201201100800,2012,3,10,10,1,8,1,winter,1,2012-01-10 08:00:00,,69.6123582678,,4.15,2.3083333333,0,,,
201201101200,2012,3,10,10,1,12,1,winter,1,2012-01-10 12:00:00,,93.863707954,,5.375,2.1041666667,0,,,
201201101600,2012,3,10,10,1,16,1,winter,1,2012-01-10 16:00:00,,92.0959617914,,3.5,2.4166666667,0,,,
201201102000,2012,3,10,10,1,20,1,winter,1,2012-01-10 20:00:00,,61.8857359137,,1.675,2.7208333333,0,,,
201201110000,2012,4,11,11,1,0,1,winter,1,2012-01-11 00:00:00,,10.5876024525,,-0.075,3.0125,0,,,
201201110400,2012,4,11,11,1,4,1,winter,1,2012-01-11 04:00:00,,8.5758562638,,-0.7,3.1166666667,0,,,
201201110800,2012,4,11,11,1,8,1,winter,1,2012-01-11 08:00:00,,89.3097707144,,0.95,2.8416666667,0,,,
201201111200,2012,4,11,11,1,12,1,winter,1,2012-01-11 12:00:00,,121.1363336006,,3.9,2.35,0,,,
201201111600,2012,4,11,11,1,16,1,winter,1,2012-01-11 16:00:00,,123.5893660496,,1.725,2.7125,0,,,
201201112000,2012,4,11,11,1,20,1,winter,1,2012-01-11 20:00:00,,96.3987824197,,-0.225,3.0375,0,,,
201201120000,2012,5,12,12,1,0,1,winter,1,2012-01-12 00:00:00,,27.849732906,,-1.65,3.275,0,,,
201201120400,2012,5,12,12,1,4,1,winter,1,2012-01-12 04:00:00,,8.6070891204,,-1.375,3.2291666667,0,,,
201201120800,2012,5,12,12,1,8,1,winter,1,2012-01-12 08:00:00,,108.2980775968,,0.925,2.8458333333,0,,,
201201121200,2012,5,12,12,1,12,1,winter,1,2012-01-12 12:00:00,,134.2757873393,,4.725,2.2125,0,,,
201201121600,2012,5,12,12,1,16,1,winter,1,2012-01-12 16:00:00,,110.1969315303,,3.325,2.4458333333,0,,,
201201122000,2012,5,12,12,1,20,1,winter,1,2012-01-12 20:00:00,,67.3425177676,,1.6,2.7333333333,0,,,
201201130000,2012,6,13,13,1,0,1,winter,1,2012-01-13 00:00:00,,9.0962633123,,-0.8,3.1333333333,0,,,
201201130400,2012,6,13,13,1,4,1,winter,1,2012-01-13 04:00:00,,9.3639740566,,-2.425,3.4041666667,0,,,
201201130800,2012,6,13,13,1,8,1,winter,1,2012-01-13 08:00:00,,83.7773189328,,0.075,2.9875,0,,,
201201131200,2012,6,13,13,1,12,1,winter,1,2012-01-13 12:00:00,,118.572502096,,3.55,2.4083333333,0,,,
201201131600,2012,6,13,13,1,16,1,winter,1,2012-01-13 16:00:00,,133.9488693883,,2.65,2.5583333333,0,,,
201201132000,2012,6,13,13,1,20,1,winter,1,2012-01-13 20:00:00,,111.3900054972,,2.7285714286,2.4868055556,0,,,
201201140000,2012,7,14,14,2,0,1,winter,1,2012-01-14 00:00:00,,38.7459411402,,0.45,2.925,0,,,
201201140400,2012,7,14,14,2,4,1,winter,1,2012-01-14 04:00:00,,6.8305224868,,0.6333333333,2.8979166667,0,,,
201201140800,2012,7,14,14,2,8,1,winter,1,2012-01-14 08:00:00,,92.4271422092,,3.08,2.475,0,,,
201201141200,2012,7,14,14,2,12,1,winter,1,2012-01-14 12:00:00,,127.9395825718,,4.175,2.3041666667,0,,,
201201141600,2012,7,14,14,2,16,1,winter,1,2012-01-14 16:00:00,,128.8402710847,,1.8625,2.66875,0,,,
201201142000,2012,7,14,14,2,20,1,winter,1,2012-01-14 20:00:00,,110.1663672296,,0.2,2.9666666667,0,,,
201201150000,2012,1,15,15,2,0,1,winter,1,2012-01-15 00:00:00,,22.8957671958,,-1.0666666667,3.1770833333,0,,,
201201150400,2012,1,15,15,2,4,1,winter,1,2012-01-15 04:00:00,,5.45,,-2.15,3.3625,0,,,
201201150800,2012,1,15,15,2,8,1,winter,1,2012-01-15 08:00:00,,60.2579895264,,-2.125,3.3541666667,0,,,
201201151200,2012,1,15,15,2,12,1,winter,1,2012-01-15 12:00:00,,84.9077683611,,1.95,2.675,0,,,
201201151600,2012,1,15,15,2,16,1,winter,1,2012-01-15 16:00:00,,110.075111471,,0.45,2.925,0,,,
201201152000,2012,1,15,15,2,20,1,winter,1,2012-01-15 20:00:00,,68.2234033023,,-1.675,3.2791666667,0,,,
201201160000,2012,2,16,16,2,0,1,winter,1,2012-01-16 00:00:00,,19.5647268248,,-1.78,3.29375,0,,,
201201160400,2012,2,16,16,2,4,1,winter,1,2012-01-16 04:00:00,,13.5675282922,,-2.12,3.34375,0,,,
201201160800,2012,2,16,16,2,8,1,winter,1,2012-01-16 08:00:00,,58.5212554128,,-1.175,3.1958333333,0,,,
201201161200,2012,2,16,16,2,12,1,winter,1,2012-01-16 12:00:00,,87.6708447963,,0.575,2.9041666667,0,,,
201201161600,2012,2,16,16,2,16,1,winter,1,2012-01-16 16:00:00,,96.6775798505,,-0.175,3.0291666667,0,,,
201201162000,2012,2,16,16,2,20,1,winter,1,2012-01-16 20:00:00,,63.8241720647,,1.9,2.6833333333,0,,,
201201170000,2012,3,17,17,2,0,1,winter,1,2012-01-17 00:00:00,,7.2488562092,,1.975,2.6708333333,0,,,
201201170400,2012,3,17,17,2,4,1,winter,1,2012-01-17 04:00:00,,5.1316951567,,1.5,2.75,0,,,
201201170800,2012,3,17,17,2,8,1,winter,1,2012-01-17 08:00:00,,67.5955270655,,0.85,2.8583333333,0,,,
201201171200,2012,3,17,17,2,12,1,winter,1,2012-01-17 12:00:00,,97.3660510057,,1.05,2.825,0,,,
201201171600,2012,3,17,17,2,16,1,winter,1,2012-01-17 16:00:00,,90.8316812347,,-0.875,3.1458333333,0,,,
201201172000,2012,3,17,17,2,20,1,winter,1,2012-01-17 20:00:00,,67.9112092579,,-4.375,3.7291666667,0,,,
201201180000,2012,4,18,18,2,0,1,winter,1,2012-01-18 00:00:00,,8.4994503358,,-6.55,4.0916666667,0,,,
201201180400,2012,4,18,18,2,4,1,winter,1,2012-01-18 04:00:00,,4.9546637214,,-6.4875,4.0447916667,0,,,
201201180800,2012,4,18,18,2,8,1,winter,1,2012-01-18 08:00:00,,92.2173228578,,-7.0375,4.1375,0,,,
201201181200,2012,4,18,18,2,12,1,winter,1,2012-01-18 12:00:00,,103.1010229983,,-5.25,3.875,0,,,
201201181600,2012,4,18,18,2,16,1,winter,1,2012-01-18 16:00:00,,98.308282061,,-5.9,3.975,0,,,
201201182000,2012,4,18,18,2,20,1,winter,1,2012-01-18 20:00:00,,69.7184036485,,-6.55,4.0916666667,0,,,
201201190000,2012,5,19,19,2,0,1,winter,1,2012-01-19 00:00:00,,8.3419406566,,-7.25,4.2083333333,0,,,
201201190400,2012,5,19,19,2,4,1,winter,1,2012-01-19 04:00:00,,8.9743813933,,-7.225,4.2041666667,0,,,
201201190800,2012,5,19,19,2,8,1,winter,1,2012-01-19 08:00:00,,93.5096806099,,-6.45,4.075,0,,,
201201191200,2012,5,19,19,2,12,1,winter,1,2012-01-19 12:00:00,,95.321262252,,-3,3.5,0,,,
201201191600,2012,5,19,19,2,16,1,winter,1,2012-01-19 16:00:00,,125.9101616354,,-4,3.6666666667,0,,,
201201192000,2012,5,19,19,2,20,1,winter,1,2012-01-19 20:00:00,,98.8818192309,,-5.2,3.8666666667,0,,,
201201200000,2012,6,20,20,2,0,1,winter,1,2012-01-20 00:00:00,,46.458963397,,-4.6857142857,3.7791666667,0,,,
201201200400,2012,6,20,20,2,4,1,winter,1,2012-01-20 04:00:00,,45.0492797511,,-3.7428571429,3.6118055556,0,,,
201201200800,2012,6,20,20,2,8,1,winter,1,2012-01-20 08:00:00,,104.6463473533,,-0.9,3.1576388889,0,,,
201201201200,2012,6,20,20,2,12,1,winter,1,2012-01-20 12:00:00,,103.6932687389,,1.7857142857,2.6854166667,0,,,
201201201600,2012,6,20,20,2,16,1,winter,1,2012-01-20 16:00:00,,129.1935309936,,4.8666666667,2.2277777778,0,,,
201201202000,2012,6,20,20,2,20,1,winter,1,2012-01-20 20:00:00,,115.7964186493,,4.2333333333,2.2958333333,0,,,
201201210000,2012,7,21,21,3,0,1,winter,1,2012-01-21 00:00:00,,33.2671703091,,5.075,2.1541666667,0,,,
201201210400,2012,7,21,21,3,4,1,winter,1,2012-01-21 04:00:00,,8.0829537131,,5.75,2.0416666667,0,,,
201201210800,2012,7,21,21,3,8,1,winter,1,2012-01-21 08:00:00,,82.4203912894,,6.54,1.9166666667,0,,,
201201211200,2012,7,21,21,3,12,1,winter,1,2012-01-21 12:00:00,,95.4706928022,,6.825,1.8625,0,,,
201201211600,2012,7,21,21,3,16,1,winter,1,2012-01-21 16:00:00,,109.9249075376,,5.7,2.05,0,,,
201201212000,2012,7,21,21,3,20,1,winter,1,2012-01-21 20:00:00,,84.3632083313,,4.025,2.3291666667,0,,,
201201220000,2012,1,22,22,3,0,1,winter,1,2012-01-22 00:00:00,,16.5926870127,,3.75,2.375,0,,,
201201220400,2012,1,22,22,3,4,1,winter,1,2012-01-22 04:00:00,,7.0774305556,,3.84,2.36875,0,,,
201201220800,2012,1,22,22,3,8,1,winter,1,2012-01-22 08:00:00,,60.172037037,,3.58,2.3854166667,0,,,
201201221200,2012,1,22,22,3,12,1,winter,1,2012-01-22 12:00:00,,95.7741518545,,3.7,2.3833333333,0,,,
201201221600,2012,1,22,22,3,16,1,winter,1,2012-01-22 16:00:00,,121.9709131384,,5.78,2.0520833333,0,,,
201201222000,2012,1,22,22,3,20,1,winter,1,2012-01-22 20:00:00,,73.6872710231,,5.94,2.0125,0,,,
201201230000,2012,2,23,23,3,0,1,winter,1,2012-01-23 00:00:00,,11.161251947,,4.525,2.2458333333,0,,,
201201230400,2012,2,23,23,3,4,1,winter,1,2012-01-23 04:00:00,,9.1863274135,,2.82,2.5395833333,0,,,
201201230800,2012,2,23,23,3,8,1,winter,1,2012-01-23 08:00:00,,95.1590636674,,5.18,2.1270833333,0,,,
201201231200,2012,2,23,23,3,12,1,winter,1,2012-01-23 12:00:00,,145.1367251472,,7.0333333333,1.8270833333,0,,,
201201231600,2012,2,23,23,3,16,1,winter,1,2012-01-23 16:00:00,,120.3020757654,,6.2,1.9666666667,0,,,
201201232000,2012,2,23,23,3,20,1,winter,1,2012-01-23 20:00:00,,90.293166723,,4.4,2.2666666667,0,,,
201201240000,2012,3,24,24,3,0,1,winter,1,2012-01-24 00:00:00,,42.8743773946,,4.65,2.225,0,,,
201201240400,2012,3,24,24,3,4,1,winter,1,2012-01-24 04:00:00,,39.3292397661,,4.9333333333,2.1854166667,0,,,
201201240800,2012,3,24,24,3,8,1,winter,1,2012-01-24 08:00:00,,106.5351015639,,3.9,2.35,0,,,
201201241200,2012,3,24,24,3,12,1,winter,1,2012-01-24 12:00:00,,125.3971671762,,4.74,2.2291666667,0,,,
201201241600,2012,3,24,24,3,16,1,winter,1,2012-01-24 16:00:00,,129.6914546599,,7.04,1.8291666667,0,,,
201201242000,2012,3,24,24,3,20,1,winter,1,2012-01-24 20:00:00,,94.0093464218,,9.525,1.4125,0,,,
201201250000,2012,4,25,25,3,0,1,winter,1,2012-01-25 00:00:00,,35.0233819631,,7.4,1.7666666667,0,,,
201201250400,2012,4,25,25,3,4,1,winter,1,2012-01-25 04:00:00,,7.9588537,,6,2.025,0,,,
201201250800,2012,4,25,25,3,8,1,winter,1,2012-01-25 08:00:00,,83.6707479151,,5.46,2.1083333333,0,,,
201201251200,2012,4,25,25,3,12,1,winter,1,2012-01-25 12:00:00,,102.5652198979,,6.625,1.8958333333,0,,,
201201251600,2012,4,25,25,3,16,1,winter,1,2012-01-25 16:00:00,,92.8454344408,,5.7,2.0479166667,0,,,
201201252000,2012,4,25,25,3,20,1,winter,1,2012-01-25 20:00:00,,66.209631199,,3.66,2.4020833333,0,,,
201201260000,2012,5,26,26,3,0,1,winter,1,2012-01-26 00:00:00,,7.1203240741,,3.7714285714,2.3743055556,0,,,
201201260400,2012,5,26,26,3,4,1,winter,1,2012-01-26 04:00:00,,9.2417309671,,4.38,2.2645833333,0,,,
201201260800,2012,5,26,26,3,8,1,winter,1,2012-01-26 08:00:00,,96.4785670917,,5.425,2.0958333333,0,,,
201201261200,2012,5,26,26,3,12,1,winter,1,2012-01-26 12:00:00,,141.5889026305,,6.275,1.9541666667,0,,,
201201261600,2012,5,26,26,3,16,1,winter,1,2012-01-26 16:00:00,,146.0036743108,,3.825,2.3625,0,,,
201201262000,2012,5,26,26,3,20,1,winter,1,2012-01-26 20:00:00,,93.6011725843,,2.475,2.5875,0,,,
201201270000,2012,6,27,27,3,0,1,winter,1,2012-01-27 00:00:00,,18.4904796593,,0.525,2.9125,0,,,
201201270400,2012,6,27,27,3,4,1,winter,1,2012-01-27 04:00:00,,7.9986079688,,0.85,2.8583333333,0,,,
201201270800,2012,6,27,27,3,8,1,winter,1,2012-01-27 08:00:00,,104.11485255,,2.775,2.5375,0,,,
201201271200,2012,6,27,27,3,12,1,winter,1,2012-01-27 12:00:00,,135.5502703394,,6.65,1.8916666667,0,,,
201201271600,2012,6,27,27,3,16,1,winter,1,2012-01-27 16:00:00,,130.2899809176,,5.225,2.1291666667,0,,,
201201272000,2012,6,27,27,3,20,1,winter,1,2012-01-27 20:00:00,,106.7778863366,,3.3,2.45,0,,,
201201280000,2012,7,28,28,4,0,1,winter,1,2012-01-28 00:00:00,,30.4899163105,,3.25,2.4583333333,0,,,
201201280400,2012,7,28,28,4,4,1,winter,1,2012-01-28 04:00:00,,12.048467433,,2.0571428571,2.6333333333,0,,,
201201280800,2012,7,28,28,4,8,1,winter,1,2012-01-28 08:00:00,,89.5848784569,,1.4285714286,2.7361111111,0,,,
201201281200,2012,7,28,28,4,12,1,winter,1,2012-01-28 12:00:00,,118.2143653938,,3.725,2.3791666667,0,,,
201201281600,2012,7,28,28,4,16,1,winter,1,2012-01-28 16:00:00,,133.0305560761,,4.725,2.2125,0,,,
201201282000,2012,7,28,28,4,20,1,winter,1,2012-01-28 20:00:00,,110.1581661721,,5.7285714286,2.05625,0,,,
201201290000,2012,1,29,29,4,0,1,winter,1,2012-01-29 00:00:00,,30.491344246,,5.22,2.1291666667,0,,,
201201290400,2012,1,29,29,4,4,1,winter,1,2012-01-29 04:00:00,,5.6392361111,,6.2166666667,2.0097222222,0,,,
201201290800,2012,1,29,29,4,8,1,winter,1,2012-01-29 08:00:00,,55.482023351,,7.7714285714,1.6986111111,0,,,
201201291200,2012,1,29,29,4,12,1,winter,1,2012-01-29 12:00:00,,91.2381181379,,8.1857142857,1.6354166667,0,,,
201201291600,2012,1,29,29,4,16,1,winter,1,2012-01-29 16:00:00,,90.2419399949,,8.0285714286,1.65625,0,,,
201201292000,2012,1,29,29,4,20,1,winter,1,2012-01-29 20:00:00,,54.5546004695,,7.56,1.7479166667,0,,,
201201300000,2012,2,30,30,4,0,1,winter,1,2012-01-30 00:00:00,,9.1038041579,,6.78,1.8541666667,0,,,
201201300400,2012,2,30,30,4,4,1,winter,1,2012-01-30 04:00:00,,7.9913479053,,5.55,2.0722222222,0,,,
201201300800,2012,2,30,30,4,8,1,winter,1,2012-01-30 08:00:00,,83.7744741016,,6.25,1.9583333333,0,,,
201201301200,2012,2,30,30,4,12,1,winter,1,2012-01-30 12:00:00,,122.3767903812,,8.425,1.5958333333,0,,,
201201301600,2012,2,30,30,4,16,1,winter,1,2012-01-30 16:00:00,,128.1150037284,,7.275,1.7875,0,,,
201201302000,2012,2,30,30,4,20,1,winter,1,2012-01-30 20:00:00,,99.1095279509,,6.78,1.8645833333,0,,,
201201310000,2012,3,31,31,4,0,1,winter,1,2012-01-31 00:00:00,,15.3731337103,,6.64,1.8895833333,0,,,
201201310400,2012,3,31,31,4,4,1,winter,1,2012-01-31 04:00:00,,6.6916355775,,6.5,1.9166666667,0,,,
201201310800,2012,3,31,31,4,8,1,winter,1,2012-01-31 08:00:00,,81.0912116447,,7.15,1.81875,0,,,
201201311200,2012,3,31,31,4,12,1,winter,1,2012-01-31 12:00:00,,92.3723858692,,6.8833333333,1.85625,0,,,
201201311600,2012,3,31,31,4,16,1,winter,1,2012-01-31 16:00:00,,106.5050223364,,6.225,1.9625,0,,,
201201312000,2012,3,31,31,4,20,1,winter,1,2012-01-31 20:00:00,,64.9887079377,,5.8,2.0333333333,0,,,
201202010000,2012,4,1,32,4,0,2,winter,1,2012-02-01 00:00:00,,9.0940804198,,5.66,2.0583333333,0,,,
201202010400,2012,4,1,32,4,4,2,winter,1,2012-02-01 04:00:00,,6.4916556682,,5.1375,2.15625,0,,,
201202010800,2012,4,1,32,4,8,2,winter,1,2012-02-01 08:00:00,,83.8614258886,,5.725,2.0458333333,0,,,
201202011200,2012,4,1,32,4,12,2,winter,1,2012-02-01 12:00:00,,103.321307608,,7.175,1.8041666667,0,,,
201202011600,2012,4,1,32,4,16,2,winter,1,2012-02-01 16:00:00,,97.4041831288,,5.375,2.1041666667,0,,,
201202012000,2012,4,1,32,4,20,2,winter,1,2012-02-01 20:00:00,,62.4976500621,,3.125,2.4791666667,0,,,
201202020000,2012,5,2,33,4,0,2,winter,1,2012-02-02 00:00:00,,7.5639321613,,3.675,2.3875,0,,,
201202020400,2012,5,2,33,4,4,2,winter,1,2012-02-02 04:00:00,,7.3097704475,,3.925,2.3458333333,0,,,
201202020800,2012,5,2,33,4,8,2,winter,1,2012-02-02 08:00:00,,81.655687164,,5.475,2.0875,0,,,
201202021200,2012,5,2,33,4,12,2,winter,1,2012-02-02 12:00:00,,96.3396487597,,6.525,1.9125,0,,,
201202021600,2012,5,2,33,4,16,2,winter,1,2012-02-02 16:00:00,,93.1745797107,,5.6,2.0666666667,0,,,
201202022000,2012,5,2,33,4,20,2,winter,1,2012-02-02 20:00:00,,64.7270961427,,3.75,2.375,0,,,
201202030000,2012,6,3,34,4,0,2,winter,1,2012-02-03 00:00:00,,8.1437000284,,2.15,2.6416666667,0,,,
201202030400,2012,6,3,34,4,4,2,winter,1,2012-02-03 04:00:00,,7.0487188697,,0.35,2.9125,0,,,
201202030800,2012,6,3,34,4,8,2,winter,1,2012-02-03 08:00:00,,87.1610830428,,3.84,2.4208333333,0,,,
201202031200,2012,6,3,34,4,12,2,winter,1,2012-02-03 12:00:00,,141.4789143139,,6.15,1.975,0,,,
201202031600,2012,6,3,34,4,16,2,winter,1,2012-02-03 16:00:00,,152.9590051783,,4.675,2.2208333333,0,,,
201202032000,2012,6,3,34,4,20,2,winter,1,2012-02-03 20:00:00,,133.1753635872,,3.15,2.475,0,,,
201202040000,2012,7,4,35,5,0,2,winter,1,2012-02-04 00:00:00,,36.9154566747,,2.2,2.6333333333,0,,,
201202040400,2012,7,4,35,5,4,2,winter,1,2012-02-04 04:00:00,,8.7983660131,,0.15,2.9513888889,0,,,
201202040800,2012,7,4,35,5,8,2,winter,1,2012-02-04 08:00:00,,76.567405786,,1.0857142857,2.7729166667,0,,,
201202041200,2012,7,4,35,5,12,2,winter,1,2012-02-04 12:00:00,,135.8698741199,,4.2875,2.2763888889,0,,,
201202041600,2012,7,4,35,5,16,2,winter,1,2012-02-04 16:00:00,,149.778717897,,3.16,2.4854166667,0,,,
201202042000,2012,7,4,35,5,20,2,winter,1,2012-02-04 20:00:00,,114.9436167146,,2.3,2.6166666667,0,,,
201202050000,2012,1,5,36,5,0,2,winter,1,2012-02-05 00:00:00,,26.6701280652,,0.6333333333,2.8444444444,0,,,
201202050400,2012,1,5,36,5,4,2,winter,1,2012-02-05 04:00:00,,5.6139052931,,-1.45,3.2375,0,,,
201202050800,2012,1,5,36,5,8,2,winter,1,2012-02-05 08:00:00,,58.5386970029,,1.875,2.6875,0,,,
201202051200,2012,1,5,36,5,12,2,winter,1,2012-02-05 12:00:00,,118.1216957174,,6,2,0,,,
201202051600,2012,1,5,36,5,16,2,winter,1,2012-02-05 16:00:00,,122.7534543001,,4.9,2.1833333333,0,,,
201202052000,2012,1,5,36,5,20,2,winter,1,2012-02-05 20:00:00,,72.67072529,,3.2,2.4666666667,0,,,
201202060000,2012,2,6,37,5,0,2,winter,1,2012-02-06 00:00:00,,8.4944786155,,1.3,2.7833333333,0,,,
201202060400,2012,2,6,37,5,4,2,winter,1,2012-02-06 04:00:00,,7.1820441595,,-0.72,3.0854166667,0,,,
201202060800,2012,2,6,37,5,8,2,winter,1,2012-02-06 08:00:00,,76.8253323837,,3.9166666667,2.4597222222,0,,,
201202061200,2012,2,6,37,5,12,2,winter,1,2012-02-06 12:00:00,,100.4128126677,,5,2.1715277778,0,,,
201202061600,2012,2,6,37,5,16,2,winter,1,2012-02-06 16:00:00,,102.0601183174,,3.95,2.3416666667,0,,,
